sample_id,decimalLatitude,decimalLongitude,eventDate,samp_name,samp_category,neg_cont_type,pos_cont_type,materialSampleID,sample_derived_from,sample_composed_of,rel_cont_id,biological_rep_relation,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,geo_loc_name,eventDurationValue,verbatimEventDate,verbatimEventTime,env_broad_scale,env_local_scale,env_medium,habitat_natural_artificial_0_1,samp_collect_method,samp_collect_device,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,samp_store_dur,samp_store_loc,dna_store_loc,samp_store_method_additional,samp_mat_process,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prepped_samp_store_dur,prep_method_additional,date_ext,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration,concentration_unit,concentration_method,ratioOfAbsorbance260_280,pool_dna_num,nucl_acid_ext_method_additional,assay_name,samp_weather,minimumDepthInMeters,maximumDepthInMeters,tot_depth_water_col,elev,temp,chlorophyll,light_intensity,ph,ph_meth,salinity,suspend_part_matter,tidal_stage,turbidity,water_current,solar_irradiance,wind_direction,wind_speed,diss_inorg_carb,diss_inorg_carb_unit,diss_inorg_nitro,diss_inorg_nitro_unit,diss_org_carb,diss_org_carb_unit,diss_org_nitro,diss_org_nitro_unit,diss_oxygen,diss_oxygen_unit,tot_diss_nitro,tot_diss_nitro_unit,tot_inorg_nitro,tot_inorg_nitro_unit,tot_nitro,tot_nitro_unit,tot_part_carb,tot_part_carb_unit,tot_org_carb,tot_org_carb_unit,tot_org_c_meth,tot_nitro_content,tot_nitro_content_unit,tot_nitro_cont_meth,tot_carb,tot_carb_unit,part_org_carb,part_org_carb_unit,part_org_nitro,part_org_nitro_unit,nitrate,nitrate_unit,nitrite,nitrite_unit,nitro,nitro_unit,org_carb,org_carb_unit,org_matter,org_matter_unit,org_nitro,org_nitro_unit,site_id,tube_id,biological_rep,swell_m,filter_device,digestion_personnel,digestion_date,extraction_personnel,extraction_method,sampling_comments,digestion_comments,extraction_comments,time,depth,latitude,longitude,sst,anom,err
100,,,2022-11-21,V10_CKI_N_7_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_7,N_7_WC,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
101,,,2022-11-21,V10_CKI_N_7_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_7,N_7_DI,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
102,,,2022-11-21,V10_CKI_BC_3,negative control,field negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC_3,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-21 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
103,-22.32416667,103.7144667,2022-11-22,V10_CKI_U_8_1,sample,,,,,,,,103.7144667,-22.32416667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,2933.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_8,U_8_1,1.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-22.375,103.625,22.35,-0.44,0.12
104,-22.32416667,103.7144667,2022-11-22,V10_CKI_U_8_2,sample,,,,,,,,103.7144667,-22.32416667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,2933.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_8,U_8_2,2.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-22.375,103.625,22.35,-0.44,0.12
105,-22.32416667,103.7144667,2022-11-22,V10_CKI_U_8_3,sample,,,,,,,,103.7144667,-22.32416667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,2933.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_8,U_8_3,3.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-22.375,103.625,22.35,-0.44,0.12
106,-22.32416667,103.7144667,2022-11-22,V10_CKI_U_8_4,sample,,,,,,,,103.7144667,-22.32416667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,2933.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_8,U_8_4,4.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-22.375,103.625,22.35,-0.44,0.12
107,-22.32416667,103.7144667,2022-11-22,V10_CKI_U_8_5,sample,,,,,,,,103.7144667,-22.32416667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,2933.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_8,U_8_5,5.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-22.375,103.625,22.35,-0.44,0.12
108,,,2022-11-22,V10_CKI_U_8_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_8,U_8_WC,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
109,,,2022-11-22,V10_CKI_U_8_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_8,U_8_DI,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
110,-22.32416667,103.7144667,2022-11-22,V10_CKI_N_8_1,sample,,,,,,,,103.7144667,-22.32416667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,2933.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_8,N_8_1,1.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-22.375,103.625,22.35,-0.44,0.12
111,-22.32416667,103.7144667,2022-11-22,V10_CKI_N_8_2,sample,,,,,,,,103.7144667,-22.32416667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,2933.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_8,N_8_2,2.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-22.375,103.625,22.35,-0.44,0.12
112,-22.32416667,103.7144667,2022-11-22,V10_CKI_N_8_3,sample,,,,,,,,103.7144667,-22.32416667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,2933.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_8,N_8_3,3.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-22.375,103.625,22.35,-0.44,0.12
113,-22.32416667,103.7144667,2022-11-22,V10_CKI_N_8_4,sample,,,,,,,,103.7144667,-22.32416667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,2933.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_8,N_8_4,4.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-22.375,103.625,22.35,-0.44,0.12
114,-22.32416667,103.7144667,2022-11-22,V10_CKI_N_8_5,sample,,,,,,,,103.7144667,-22.32416667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,2933.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_8,N_8_5,5.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-22.375,103.625,22.35,-0.44,0.12
115,,,2022-11-22,V10_CKI_N_8_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_8,N_8_WC,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
116,,,2022-11-22,V10_CKI_N_8_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_8,N_8_DI,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
117,-21.72363333,102.9921667,2022-11-22,V10_CKI_N_9_1,sample,,,,,,,,102.9921667,-21.72363333,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5029.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_9,N_9_1,1.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.625,102.875,22.56,-0.59999996,0.12
118,-21.72363333,102.9921667,2022-11-22,V10_CKI_N_9_2,sample,,,,,,,,102.9921667,-21.72363333,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5029.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_9,N_9_2,2.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.625,102.875,22.56,-0.59999996,0.12
119,-21.72363333,102.9921667,2022-11-22,V10_CKI_N_9_3,sample,,,,,,,,102.9921667,-21.72363333,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5029.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_9,N_9_3,3.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.625,102.875,22.56,-0.59999996,0.12
120,-21.72363333,102.9921667,2022-11-22,V10_CKI_N_9_4,sample,,,,,,,,102.9921667,-21.72363333,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5029.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_9,N_9_4,4.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.625,102.875,22.56,-0.59999996,0.12
121,-21.72363333,102.9921667,2022-11-22,V10_CKI_N_9_5,sample,,,,,,,,102.9921667,-21.72363333,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5029.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_9,N_9_5,5.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.625,102.875,22.56,-0.59999996,0.12
122,,,2022-11-22,V10_CKI_N_9_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_9,N_9_WC,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
123,,,2022-11-22,V10_CKI_N_9_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_9,N_9_DI,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
124,-21.72363333,102.9921667,2022-11-22,V10_CKI_V_9_1,sample,,,,,,,,102.9921667,-21.72363333,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5029.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_9,V_9_1,1.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.625,102.875,22.56,-0.59999996,0.12
125,-21.72363333,102.9921667,2022-11-22,V10_CKI_V_9_2,sample,,,,,,,,102.9921667,-21.72363333,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5029.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_9,V_9_2,2.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.625,102.875,22.56,-0.59999996,0.12
126,-21.72363333,102.9921667,2022-11-22,V10_CKI_V_9_3,sample,,,,,,,,102.9921667,-21.72363333,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5029.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_9,V_9_3,3.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.625,102.875,22.56,-0.59999996,0.12
127,-21.72363333,102.9921667,2022-11-22,V10_CKI_V_9_4,sample,,,,,,,,102.9921667,-21.72363333,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5029.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_9,V_9_4,4.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.625,102.875,22.56,-0.59999996,0.12
128,-21.72363333,102.9921667,2022-11-22,V10_CKI_V_9_5,sample,,,,,,,,102.9921667,-21.72363333,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5029.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_9,V_9_5,5.0,2.5,sentino peristaltic,,2022-11-22T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.625,102.875,22.56,-0.59999996,0.12
129,,,2022-11-22,V10_CKI_V_9_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_9,V_9_WC,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
130,,,2022-11-22,V10_CKI_V_9_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-23T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V_9,V_9_DI,,,sentino peristaltic,,2022-11-22T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
131,-21.16356667,102.3353667,2022-11-22,V10_CKI_U_10_1,sample,,,,,,,,102.3353667,-21.16356667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5271.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_10,U_10_1,1.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.125,102.375,22.97,-0.42999998,0.12
132,-21.16356667,102.3353667,2022-11-22,V10_CKI_U_10_2,sample,,,,,,,,102.3353667,-21.16356667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5271.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_10,U_10_2,2.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.125,102.375,22.97,-0.42999998,0.12
133,-21.16356667,102.3353667,2022-11-22,V10_CKI_U_10_3,sample,,,,,,,,102.3353667,-21.16356667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5271.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_10,U_10_3,3.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.125,102.375,22.97,-0.42999998,0.12
